,Unnamed: 0,id,title,release_date,genres,original_language,vote_average,vote_count,popularity,overview,budget,production_companies,revenue,runtime,tagline
2277,2276,448119,Dolittle,2020-01-02,"['Family', 'Fantasy', 'Adventure']",English,6.7,3293.0,29.68,"After losing his wife seven years earlier, the eccentric Dr. John Dolittle, famed doctor and veterinarian of Queen Victoria’s England, hermits himself away behind the high walls of Dolittle Manor with only his menagerie of exotic animals for company. But when the young queen falls gravely ill, a reluctant Dolittle is forced to set sail on an epic adventure to a mythical island in search of a cure, regaining his wit and courage as he crosses old adversaries and discovers wondrous creatures.",175000000.0,"['Universal Pictures', 'Team Downey', 'Perfect World Pictures', 'Roth-Kirschenbaum Films', 'dentsu']",251410631.0,101.0,He's just not a people person.
2278,2277,12437,Underworld: Rise of the Lycans,2009-01-22,"['Fantasy', 'Action', 'Thriller']",English,6.5,3254.0,29.679,"A prequel to the first two Underworld films, this fantasy explains the origins of the feud between the Vampires and the Lycans. Aided by his secret love, Sonja, courageous Lucian leads the Lycans in battle against brutal Vampire king Viktor. Determined to break the king's enslavement of his people, Lucian faces off against the Death Dealer army in a bid for Lycan independence.",35000000.0,"['Screen Gems', 'Lakeshore Entertainment', 'Sketch Films', 'UW3 Film Productions']",92158961.0,92.0,Every war has a beginning.
2279,2278,22164,Blood and Bone,2009-02-07,"['Action', 'Drama', 'Thriller']",English,7.4,658.0,29.677,"In Los Angeles, an ex-con takes the underground fighting world by storm in his quest to fulfill a promise to a dead friend.",3700000.0,"['Remarkable Films', 'Michael Mailer Films']",0.0,93.0,Destroy your enemy
2280,2279,934131,Soft & Quiet,2022-11-04,"['Drama', 'Horror', 'Mystery', 'Thriller']",English,6.1,70.0,29.671,"Taking place in real time, elementary school teacher Emily organizes a mixer of like-minded women, but an altercation between a woman from Emily’s past and the group leads to a volatile chain of events.",0.0,"['Second Grade Teacher Productions', 'Blumhouse Productions', 'Momentum Pictures']",0.0,91.0,Hate thy neighbour
2281,2280,611489,Init!ation,2021-05-07,"['Horror', 'Mystery']",English,5.4,115.0,29.663,"During a Whiton University's pledge week, the carefree partying turns deadly when brutal murders start befalling the students, sending Ellery into a race against time to uncover the truth behind the school's dark secrets and the horrifying meaning of a recurring symbol: a single exclamation mark.",0.0,"['Shatterproof Films', 'XYZ Films']",0.0,96.0,He pledges to hunt you down.
2282,2281,812488,Don't Come Back Alive,2022-09-02,"['Thriller', 'Fantasy', 'Horror']",Spanish,5.8,34.0,29.651,"Camila is a young member of an elite police unit. During an operation in a dangerous area, she turns up in the middle of a ritual, in which their members burnt themselves to death. She suffers severe burns all over her body and goes into a coma. In her long recovery, her friend Fatima, a criminal prosecutor, and her partner and ex-boyfriend Ángel will help her. But Camila acts strange, she is distant, emotionless. The albino, a female figure who is attached to her soul since the ritual episode, is here to play a game with the three of them.",0.0,['Del Toro Films'],0.0,85.0,Fear is the supreme emotion.
2283,2282,700,Octopussy,1983-06-05,"['Adventure', 'Action', 'Thriller']",English,6.3,1701.0,29.63,James Bond is sent to investigate after a fellow “00” agent is found dead with a priceless Indian Fabergé egg. Bond follows the mystery and uncovers a smuggling scandal and a Russian General who wants to provoke a new World War.,27500000.0,['Eon Productions'],187500000.0,131.0,James Bond's all time high.
2284,2283,13920,Radio,2003-10-24,['Drama'],English,7.2,601.0,29.628,"High school football coach, Harold Jones befriends Radio, a mentally-challenged man who becomes a student at T.L. Hanna High School in Anderson, South Carolina. Their friendship extends over several decades, where Radio transforms from a shy, tormented man into an inspiration to his community.",35000000.0,"['Tollin/Robbins Productions', 'Revolution Studios', 'Columbia Pictures']",53293628.0,109.0,His courage made them champions.
2285,2284,861,Total Recall,1990-06-01,"['Action', 'Adventure', 'Science Fiction']",English,7.3,5114.0,29.626,"Construction worker Douglas Quaid's obsession with the planet Mars leads him to visit Recall, a company who manufacture memories. Something goes wrong during his memory implant turning Doug's life upside down and even to question what is reality and what isn't.",65000000.0,"['Carolco Pictures', 'TriStar Pictures', 'Ronald Shusett/Gary Goldman']",261317921.0,113.0,"They stole his mind, now he wants it back."
2286,2285,754,Face/Off,1997-06-27,"['Action', 'Crime', 'Science Fiction', 'Thriller']",English,7.0,4679.0,29.602,"In order to foil a terrorist plot, an FBI agent undergoes facial transplant surgery and assumes the identity of a criminal mastermind. The plan turns sour when the criminal wakes up prematurely and seeks revenge.",80000000.0,"['Krane Entertainment', 'Paramount', 'Permut Presentations', 'WCG Entertainment Productions', 'Touchstone Pictures', 'Douglas/Reuther Productions']",245676146.0,138.0,"In order to trap him, he must become him."
2287,2286,576004,Porno,2019-06-28,"['Comedy', 'Horror']",English,6.2,287.0,29.585,"When a group of naive teens working at a movie theater in a small Christian town discover a mysterious film hidden in its basement, they unleash an alluring succubus who gives them a sex education…written in blood.",0.0,"['Evoke', 'Cranked Up Films', 'Cinestate']",0.0,98.0,"If you use it, you'll lose it..."
2289,2288,21208,Orphan,2009-07-24,"['Horror', 'Thriller', 'Mystery']",English,7.0,4761.0,29.561,"After losing their baby, a married couple adopt 9-year old Esther, who may not be as innocent as she seems.",20000000.0,"['Warner Bros. Pictures', 'Dark Castle Entertainment', 'StudioCanal', 'Don Carmody Productions', 'Studio Babelsberg', 'Appian Way', 'Silver Pictures', 'OMDC']",77912251.0,122.0,There's something wrong with Esther.
2290,2289,460668,I Feel Pretty,2018-04-19,"['Comedy', 'Romance']",English,6.4,1915.0,29.551,A head injury causes a woman to develop an extraordinary amount of confidence and believe she's drop dead gorgeous.,32000000.0,"['Wonderland Sound and Vision', 'Voltage Pictures', 'Universal Pictures', 'STX Films', 'Huayi Brothers Pictures']",94539426.0,110.0,Change everything Without changing anything.
2292,2291,756,Fantasia,1940-11-13,"['Animation', 'Family']",English,7.4,2725.0,29.541,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",2280000.0,['Walt Disney Productions'],76411819.0,124.0,The most sensational sound you'll ever see!
2293,2292,324849,The Lego Batman Movie,2017-02-08,"['Animation', 'Action', 'Comedy', 'Family']",English,7.2,4460.0,29.534,"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",80000000.0,"['Lin Pictures', 'Warner Bros. Animation', 'Animal Logic', 'DC Entertainment', 'Lord Miller', 'Warner Bros. Pictures', 'LEGO', 'Warner Bros. Pictures Animation']",311950384.0,104.0,Always be yourself. Unless you can be Batman.
2294,2293,8698,The League of Extraordinary Gentlemen,2003-07-11,"['Fantasy', 'Action', 'Thriller', 'Science Fiction']",English,6.0,3636.0,29.513,"To prevent a world war from breaking out, famous characters from Victorian literature band together to do battle against a cunning villain.",78000000.0,"['JD Productions', 'International Production Company', 'Angry Films', 'Mediastream Dritte Film GmbH & Co. Beteiligungs KG', '20th Century Fox']",179265204.0,110.0,The power of seven become a league of one.
2295,2294,976720,Vesper,2022-08-17,"['Science Fiction', 'Drama', 'Adventure']",English,6.4,355.0,29.507,"After the collapse of Earth's ecosystem, Vesper, a 13-year-old girl struggling to survive with her paralyzed Father, meets a mysterious Woman with a secret that forces Vesper to use her wits, strength and bio-hacking abilities to fight for the possibility of a future.",0.0,"['Rumble Fish Productions', 'Natrix Natrix', '10.80 Films', 'Ev.L Prod']",889529.0,112.0,One seed can change everything.
2296,2295,9426,The Fly,1986-08-15,"['Horror', 'Science Fiction']",English,7.4,3821.0,29.504,"When Seth Brundle makes a huge scientific and technological breakthrough in teleportation, he decides to test it on himself. Unbeknownst to him, a common housefly manages to get inside the device and the two become one.",15000000.0,"['SLM Production Group', 'Brooksfilms']",60629159.0,96.0,Be afraid. Be very afraid.
2299,2298,20662,Robin Hood,2010-05-12,"['Action', 'Adventure', 'Drama']",English,6.4,4158.0,29.473,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",200000000.0,"['Scott Free Productions', 'Imagine Entertainment', 'Relativity Media']",321669741.0,140.0,"Rise and rise again, until lambs become lions."
2301,2300,10637,Remember the Titans,2000-09-29,['Drama'],English,7.6,2345.0,29.448,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into champions.",30000000.0,"['Jerry Bruckheimer Films', 'Run It Up Productions Inc.', 'Technical Black', 'Walt Disney Pictures']",136706683.0,113.0,History is written by the winners.
2305,2304,49520,The Change-Up,2011-08-05,['Comedy'],English,6.1,2492.0,29.424,"Dave is a married man with two kids and a loving wife, and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain when lightning strikes, they switch bodies.",52000000.0,"['Universal Pictures', 'Relativity Media', 'Original Film', 'Big Kid Pictures', 'Rampage VFX']",75450437.0,112.0,Who says men can't change?
